Column,Type,NumUniqueValues
LVL3_COUGH_FLAG,categorical,2
LVL3_COUGH_M_S_DT,others,2001
LVL3_COUGH_CLM_CNT,numerical,59
LVL3_COUGH_VST_CNT,numerical,58
LVL3_COUGH_AVG_RXDX,numerical,6506
LVL3_CRACKLES_FLAG,categorical,2
LVL3_CRACKLES_M_S_DT,others,822
LVL3_CRACKLES_CLM_CNT,numerical,18
LVL3_CRACKLES_VST_CNT,numerical,18
LVL3_CRACKLES_AVG_RXDX,numerical,886
LVL3_DSC_EXER_TOL_FLAG,categorical,2
LVL3_DSC_EXER_TOL_M_S_DT,others,30
LVL3_DSC_EXER_TOL_CLM_CNT,numerical,4
LVL3_DSC_EXER_TOL_VST_CNT,numerical,4
LVL3_DSC_EXER_TOL_AVG_RXDX,numerical,30
LVL3_DIAB_FLAG,categorical,2
LVL3_DIAB_M_S_DT,others,1773
LVL3_DIAB_CLM_CNT,numerical,148
LVL3_DIAB_VST_CNT,numerical,163
LVL3_DIAB_AVG_RXDX,numerical,9669
LVL3_DVT_FLAG,categorical,2
LVL3_DVT_M_S_DT,others,1042
LVL3_DVT_CLM_CNT,numerical,62
LVL3_DVT_VST_CNT,numerical,61
LVL3_DVT_AVG_RXDX,numerical,1342
LVL3_F_H_RESP_DIS_FLAG,categorical,2
LVL3_F_H_RESP_DIS_M_S_DT,others,16
LVL3_F_H_RESP_DIS_CLM_CNT,categorical,4
LVL3_F_H_RESP_DIS_VST_CNT,categorical,4
LVL3_F_H_RESP_DIS_AVG_RXDX,categorical,16
LVL3_H_RESP_DIS_FLAG,categorical,2
LVL3_H_RESP_DIS_M_S_DT,others,453
LVL3_H_RESP_DIS_CLM_CNT,numerical,21
LVL3_H_RESP_DIS_VST_CNT,numerical,21
LVL3_H_RESP_DIS_AVG_RXDX,numerical,499
LVL3_HYPERLIP_FLAG,categorical,2
LVL3_HYPERLIP_M_S_DT,others,1777
LVL3_HYPERLIP_CLM_CNT,numerical,88
LVL3_HYPERLIP_VST_CNT,numerical,83
LVL3_HYPERLIP_AVG_RXDX,numerical,11144
LVL3_HYPERS_PNEU_FLAG,categorical,2
LVL3_HYPERS_PNEU_M_S_DT,others,389
LVL3_HYPERS_PNEU_CLM_CNT,numerical,36
LVL3_HYPERS_PNEU_VST_CNT,numerical,33
LVL3_HYPERS_PNEU_AVG_RXDX,numerical,431
LVL3_HYPERTEN_FLAG,categorical,2
LVL3_HYPERTEN_M_S_DT,others,1971
LVL3_HYPERTEN_CLM_CNT,numerical,138
LVL3_HYPERTEN_VST_CNT,numerical,156
LVL3_HYPERTEN_AVG_RXDX,numerical,14789
LVL3_HYPERTHYR_FLAG,categorical,2
LVL3_HYPERTHYR_M_S_DT,others,526
LVL3_HYPERTHYR_CLM_CNT,numerical,26
LVL3_HYPERTHYR_VST_CNT,numerical,25
LVL3_HYPERTHYR_AVG_RXDX,numerical,564
LVL3_HYPOTHYR_FLAG,categorical,2
LVL3_HYPOTHYR_M_S_DT,others,1633
LVL3_HYPOTHYR_CLM_CNT,numerical,60
LVL3_HYPOTHYR_VST_CNT,numerical,59
LVL3_HYPOTHYR_AVG_RXDX,numerical,5240
LVL3_HYPOXEM_FLAG,categorical,2
LVL3_HYPOXEM_M_S_DT,others,1917
LVL3_HYPOXEM_CLM_CNT,numerical,115
LVL3_HYPOXEM_VST_CNT,numerical,111
LVL3_HYPOXEM_AVG_RXDX,numerical,6424
LVL3_INFLU_FLAG,categorical,2
LVL3_INFLU_M_S_DT,others,628
LVL3_INFLU_CLM_CNT,numerical,24
LVL3_INFLU_VST_CNT,numerical,33
LVL3_INFLU_AVG_RXDX,numerical,952
LVL3_LEG_EDMA_FLAG,categorical,2
LVL3_LEG_EDMA_M_S_DT,others,1740
LVL3_LEG_EDMA_CLM_CNT,numerical,36
LVL3_LEG_EDMA_VST_CNT,numerical,41
LVL3_LEG_EDMA_AVG_RXDX,numerical,3429
LVL3_LD_CT_SCAN_FLAG,categorical,2
LVL3_LD_CT_SCAN_M_S_DT,others,14
LVL3_LD_CT_SCAN_CLM_CNT,categorical,3
LVL3_LD_CT_SCAN_VST_CNT,categorical,3
LVL3_LD_CT_SCAN_AVG_RXDX,categorical,14
LVL3_LUNG_CAN_FLAG,categorical,2
LVL3_LUNG_CAN_M_S_DT,others,745
LVL3_LUNG_CAN_CLM_CNT,numerical,107
LVL3_LUNG_CAN_VST_CNT,numerical,101
LVL3_LUNG_CAN_AVG_RXDX,numerical,999
LVL3_MAL_FATIG_FLAG,categorical,2
LVL3_MAL_FATIG_M_S_DT,others,1927
LVL3_MAL_FATIG_CLM_CNT,numerical,58
LVL3_MAL_FATIG_VST_CNT,numerical,57
LVL3_MAL_FATIG_AVG_RXDX,numerical,4766
LVL3_MNTL_CONFSN_FLAG,categorical,2
LVL3_MNTL_CONFSN_M_S_DT,others,1304
LVL3_MNTL_CONFSN_CLM_CNT,numerical,27
LVL3_MNTL_CONFSN_VST_CNT,numerical,36
LVL3_MNTL_CONFSN_AVG_RXDX,numerical,1642
LVL3_OBS_SLEEP_AP_FLAG,categorical,2
LVL3_OBS_SLEEP_AP_M_S_DT,others,1785
LVL3_OBS_SLEEP_AP_CLM_CNT,numerical,115
LVL3_OBS_SLEEP_AP_VST_CNT,numerical,105
LVL3_OBS_SLEEP_AP_AVG_RXDX,numerical,5842
LVL3_OSTEOARTH_FLAG,categorical,2
LVL3_OSTEOARTH_M_S_DT,others,1748
LVL3_OSTEOARTH_CLM_CNT,numerical,101
LVL3_OSTEOARTH_VST_CNT,numerical,100
LVL3_OSTEOARTH_AVG_RXDX,numerical,7040
LVL3_OTHR_LUNG_INF_FLAG,categorical,2
LVL3_OTHR_LUNG_INF_M_S_DT,others,252
LVL3_OTHR_LUNG_INF_CLM_CNT,numerical,29
LVL3_OTHR_LUNG_INF_VST_CNT,numerical,35
LVL3_OTHR_LUNG_INF_AVG_RXDX,numerical,266
LVL3_O2_USE_FLAG,categorical,2
LVL3_O2_USE_M_S_DT,others,742
LVL3_O2_USE_CLM_CNT,numerical,27
LVL3_O2_USE_VST_CNT,numerical,27
LVL3_O2_USE_AVG_RXDX,numerical,977
LVL3_PNEU_FLAG,categorical,2
LVL3_PNEU_M_S_DT,others,2060
LVL3_PNEU_CLM_CNT,numerical,100
LVL3_PNEU_VST_CNT,numerical,132
LVL3_PNEU_AVG_RXDX,numerical,7486
LVL3_POSTNSL_DRIP_FLAG,categorical,2
LVL3_POSTNSL_DRIP_M_S_DT,others,713
LVL3_POSTNSL_DRIP_CLM_CNT,numerical,21
LVL3_POSTNSL_DRIP_VST_CNT,numerical,19
LVL3_POSTNSL_DRIP_AVG_RXDX,numerical,797
LVL3_PSOR_ARTH_FLAG,categorical,2
LVL3_PSOR_ARTH_M_S_DT,others,175
LVL3_PSOR_ARTH_CLM_CNT,numerical,30
LVL3_PSOR_ARTH_VST_CNT,numerical,26
LVL3_PSOR_ARTH_AVG_RXDX,numerical,179
LVL3_PULM_H_D_FLAG,categorical,2
LVL3_PULM_H_D_M_S_DT,others,1682
LVL3_PULM_H_D_CLM_CNT,numerical,88
LVL3_PULM_H_D_VST_CNT,numerical,88
LVL3_PULM_H_D_AVG_RXDX,numerical,3703
LVL3_RAD_EXP_FLAG,categorical,2
LVL3_RAD_EXP_M_S_DT,others,55
LVL3_RAD_EXP_CLM_CNT,numerical,7
LVL3_RAD_EXP_VST_CNT,numerical,9
LVL3_RAD_EXP_AVG_RXDX,numerical,54
LVL3_RESP_ARRST_FLAG,categorical,2
LVL3_RESP_ARRST_M_S_DT,others,108
LVL3_RESP_ARRST_CLM_CNT,numerical,12
LVL3_RESP_ARRST_VST_CNT,numerical,15
LVL3_RESP_ARRST_AVG_RXDX,numerical,107
LVL3_RESP_FAIL_FLAG,categorical,2
LVL3_RESP_FAIL_M_S_DT,others,1852
LVL3_RESP_FAIL_CLM_CNT,numerical,120
LVL3_RESP_FAIL_VST_CNT,numerical,155
LVL3_RESP_FAIL_AVG_RXDX,numerical,5643
LVL3_SMOKER_FLAG,categorical,2
LVL3_SMOKER_M_S_DT,others,1537
LVL3_SMOKER_CLM_CNT,numerical,30
LVL3_SMOKER_VST_CNT,numerical,30
LVL3_SMOKER_AVG_RXDX,numerical,2768
LVL3_SOB_DYSP_FLAG,categorical,2
LVL3_SOB_DYSP_M_S_DT,others,2074
LVL3_SOB_DYSP_CLM_CNT,numerical,109
LVL3_SOB_DYSP_VST_CNT,numerical,111
LVL3_SOB_DYSP_AVG_RXDX,numerical,11337
LVL3_STROKE_FLAG,categorical,2
LVL3_STROKE_M_S_DT,others,1448
LVL3_STROKE_CLM_CNT,numerical,56
LVL3_STROKE_VST_CNT,numerical,67
LVL3_STROKE_AVG_RXDX,numerical,2075
LVL3_TACHYCARD_FLAG,categorical,2
LVL3_TACHYCARD_M_S_DT,others,1317
LVL3_TACHYCARD_CLM_CNT,numerical,25
LVL3_TACHYCARD_VST_CNT,numerical,29
LVL3_TACHYCARD_AVG_RXDX,numerical,1570
LVL3_TREMORS_FLAG,categorical,2
LVL3_TREMORS_M_S_DT,others,593
LVL3_TREMORS_CLM_CNT,numerical,18
LVL3_TREMORS_VST_CNT,numerical,18
LVL3_TREMORS_AVG_RXDX,numerical,640
LVL3_TUBERCUL_FLAG,categorical,2
LVL3_TUBERCUL_M_S_DT,others,206
LVL3_TUBERCUL_CLM_CNT,numerical,19
LVL3_TUBERCUL_VST_CNT,numerical,26
LVL3_TUBERCUL_AVG_RXDX,numerical,219
LVL3_WEIGHT_LS_FLAG,categorical,2
LVL3_WEIGHT_LS_M_S_DT,others,1395
LVL3_WEIGHT_LS_CLM_CNT,numerical,33
LVL3_WEIGHT_LS_VST_CNT,numerical,35
LVL3_WEIGHT_LS_AVG_RXDX,numerical,2243
LVL3_ANTI_ARTH_LRXDX_FLAG,categorical,2
LVL3_ANTI_ARTH_LRXDX_M_S_DT,others,2022
LVL3_ANTI_ARTH_LRXDX_CLM_CNT,numerical,177
LVL3_ANTI_ARTH_LRXDX_VST_CNT,numerical,2
LVL3_ANTI_ARTH_LRXDX_AVG_RXDX,numerical,12083
LVL3_ANTI_ASTH_LRXDX_FLAG,categorical,2
LVL3_ANTI_ASTH_LRXDX_M_S_DT,others,2203
LVL3_ANTI_ASTH_LRXDX_CLM_CNT,numerical,246
LVL3_ANTI_ASTH_LRXDX_VST_CNT,numerical,2
LVL3_ANTI_ASTH_LRXDX_AVG_RXDX,numerical,14918
LVL3_ANTI_BIO_LRXDX_FLAG,categorical,2
LVL3_ANTI_BIO_LRXDX_M_S_DT,others,2064
LVL3_ANTI_BIO_LRXDX_CLM_CNT,numerical,175
LVL3_ANTI_BIO_LRXDX_VST_CNT,numerical,2
LVL3_ANTI_BIO_LRXDX_AVG_RXDX,numerical,17561
LVL3_ANTI_COAG_LRXDX_FLAG,categorical,2
LVL3_ANTI_COAG_LRXDX_M_S_DT,others,1973
LVL3_ANTI_COAG_LRXDX_CLM_CNT,numerical,116
LVL3_ANTI_COAG_LRXDX_VST_CNT,numerical,2
LVL3_ANTI_COAG_LRXDX_AVG_RXDX,numerical,6325
LVL3_ANTI_DIAB_LRXDX_FLAG,categorical,2
LVL3_ANTI_DIAB_LRXDX_M_S_DT,others,1786
LVL3_ANTI_DIAB_LRXDX_CLM_CNT,numerical,232
LVL3_ANTI_DIAB_LRXDX_VST_CNT,numerical,2
LVL3_ANTI_DIAB_LRXDX_AVG_RXDX,numerical,9525
LVL3_AN_HYPERLP_LRXDX_FLAG,categorical,2
LVL3_AN_HYPERLP_LRXDX_M_S_DT,others,1985
LVL3_AN_HYPERLP_LRXDX_CLM_CNT,numerical,216
LVL3_AN_HYPERLP_LRXDX_VST_CNT,numerical,2
LVL3_AN_HYPERLP_LRXDX_AVG_RXDX,numerical,17759
LVL3_COPD_LRXDX_FLAG,categorical,2
LVL3_COPD_LRXDX_M_S_DT,others,7
LVL3_COPD_LRXDX_CLM_CNT,numerical,5
LVL3_COPD_LRXDX_VST_CNT,numerical,2
LVL3_COPD_LRXDX_AVG_RXDX,numerical,7
LVL3_CROHNS_LRXDX_FLAG,categorical,2
LVL3_CROHNS_LRXDX_M_S_DT,others,398
LVL3_CROHNS_LRXDX_CLM_CNT,numerical,59
LVL3_CROHNS_LRXDX_VST_CNT,numerical,2
LVL3_CROHNS_LRXDX_AVG_RXDX,numerical,510
LVL3_GERD_LRXDX_FLAG,categorical,2
LVL3_GERD_LRXDX_M_S_DT,others,2114
LVL3_GERD_LRXDX_CLM_CNT,numerical,158
LVL3_GERD_LRXDX_VST_CNT,numerical,2
LVL3_GERD_LRXDX_AVG_RXDX,numerical,15148
LVL3_LNG_CA_AO_LRXDX_FLAG,categorical,2
LVL3_LNG_CA_AO_LRXDX_M_S_DT,others,39
LVL3_LNG_CA_AO_LRXDX_CLM_CNT,categorical,14
LVL3_LNG_CA_AO_LRXDX_VST_CNT,categorical,2
LVL3_LNG_CA_AO_LRXDX_AVG_RXDX,categorical,39
LVL3_CARD_AGNT_LRXDX_FLAG,categorical,2
LVL3_CARD_AGNT_LRXDX_M_S_DT,others,2045
LVL3_CARD_AGNT_LRXDX_CLM_CNT,numerical,426
LVL3_CARD_AGNT_LRXDX_VST_CNT,numerical,2
LVL3_CARD_AGNT_LRXDX_AVG_RXDX,numerical,25433
LVL3_COUGH_SUP_LRXDX_FLAG,categorical,2
LVL3_COUGH_SUP_LRXDX_M_S_DT,others,2117
LVL3_COUGH_SUP_LRXDX_CLM_CNT,numerical,94
LVL3_COUGH_SUP_LRXDX_VST_CNT,numerical,2
LVL3_COUGH_SUP_LRXDX_AVG_RXDX,numerical,6504
LVL3_PRED_LRXDX_FLAG,categorical,2
LVL3_PRED_LRXDX_M_S_DT,others,2215
LVL3_PRED_LRXDX_CLM_CNT,numerical,110
LVL3_PRED_LRXDX_VST_CNT,numerical,2
LVL3_PRED_LRXDX_AVG_RXDX,numerical,11083
LVL3_THYRD_AGNT_LRXDX_FLAG,categorical,2
LVL3_THYRD_AGNT_LRXDX_M_S_DT,others,1659
LVL3_THYRD_AGNT_LRXDX_CLM_CNT,numerical,148
LVL3_THYRD_AGNT_LRXDX_VST_CNT,numerical,2
LVL3_THYRD_AGNT_LRXDX_AVG_RXDX,numerical,8098
